ISS_ID,WR_DT,TOT_AMT,BYR_CD,SUP,BYR
2013090941000008000x5soe,2013-09-09,481800,C30391,Comp10,Comp146
2013083141000008000x18z4,2013-08-31,660000,C30391,Comp16,Comp146
2013083141000008000x192o,2013-08-31,1355750,C30391,Comp16,Comp146
2013083141000008000x18x6,2013-08-31,768900,C30391,Comp16,Comp146
2013083141000008000x190s,2013-08-31,7716555,C30391,Comp16,Comp146
2013063041000008000vvbtv,2013-06-30,510400,C30391,Comp16,Comp146
2013063041000008000vvc37,2013-06-30,433400,C30391,Comp16,Comp146
2013063041000008000vvc5a,2013-06-30,816200,C30391,Comp16,Comp146
2013063041000008000vvbym,2013-06-30,742500,C30391,Comp16,Comp146
2013063041000008000vvc0z,2013-06-30,220000,C30391,Comp16,Comp146
20140326410000080000ueax,2014-03-26,748000,C30391,Comp10,Comp146
2013113041000008000ytlkz,2013-11-30,1542750,C30391,Comp16,Comp146
2013113041000008000ytlnx,2013-11-30,6658300,C30391,Comp16,Comp146
2014013141000008000zvill,2014-01-31,2403720,C30391,Comp16,Comp146
2014013141000008000zvih9,2014-01-31,7075475,C30391,Comp16,Comp146
2014011541000008000zkbc7,2014-01-15,352000,C30391,Comp16,Comp146
20140326410000080000uec6,2014-03-26,220000,C30391,Comp10,Comp146
20140228410000080000h5qa,2014-02-28,701250,C30391,Comp16,Comp146
2013103141000008000y8dcj,2013-10-31,8480450,C30391,Comp16,Comp146
2013103141000008000y8db6,2013-10-31,2097150,C30391,Comp16,Comp146
20140228410000080000h5xg,2014-02-28,371250,C30391,Comp16,Comp146
20140228410000080000h5v6,2014-02-28,1573770,C30391,Comp16,Comp146
20140228410000080000h62w,2014-02-28,6817360,C30391,Comp16,Comp146
2013113041000008000ytlji,2013-11-30,2012120,C30391,Comp16,Comp146
2013113041000008000zk3k9,2013-11-30,-1227050,C30391,Comp16,Comp146
2013103141000008000y9bhu,2013-10-31,489500,C30391,Comp16,Comp146
2014012741000008000zqzxj,2014-01-27,305800,C30391,Comp10,Comp146
2013123141000008000zdjdz,2013-12-31,660000,C30391,Comp16,Comp146
20140808410000080003jdag,2014-08-08,1683000,C30391,Comp10,Comp146
20140630410000080002qqpb,2014-06-30,794750,C30391,Comp16,Comp146
20140630410000080002qq72,2014-06-30,660000,C30391,Comp16,Comp146
20140630410000080002ydw9,2014-06-30,675400,C30391,Comp16,Comp146
20140630410000080002ydop,2014-06-30,-4171970,C30391,Comp16,Comp146
20140630410000080002ydzk,2014-06-30,2506570,C30391,Comp16,Comp146
201405304100000800023son,2014-05-30,660000,C30391,Comp16,Comp146
20140819410000080003nkbl,2014-08-19,266200,C30391,Comp10,Comp146
201407184100000800033cfb,2014-07-18,4180000,C30391,Comp10,Comp146
201405304100000800023sfj,2014-05-30,2935130,C30391,Comp16,Comp146
20140331410000080000z2rq,2014-03-31,6884075,C30391,Comp16,Comp146
20140331410000080000z2i8,2014-03-31,660000,C30391,Comp16,Comp146
20140331410000080000z30f,2014-03-31,1883420,C30391,Comp16,Comp146
20140331410000080000z2uz,2014-03-31,662750,C30391,Comp16,Comp146
20140430410000080001k08f,2014-04-30,2141150,C30391,Comp16,Comp146
20140430410000080001k0dc,2014-04-30,841500,C30391,Comp16,Comp146
20140731410000080003ajqj,2014-07-31,1973840,C30391,Comp16,Comp146
20140429410000080001idjp,2014-04-29,250800,C30391,Comp10,Comp146
20140731410000080003ajtk,2014-07-31,8513450,C30391,Comp16,Comp146
20141130410000080005nz39,2014-11-30,6781500,C30391,Comp16,Comp146
20141231410000080006ftwf,2014-12-31,-1379950,C30391,Comp16,Comp146
20140831410000080003vd6j,2014-08-31,2041600,C30391,Comp16,Comp146
201409044100000800042ipj,2014-09-04,748000,C30391,Comp10,Comp146
20140930410000080004f6gb,2014-09-30,607750,C30391,Comp16,Comp146
20140926410000080004cj8a,2014-09-26,715000,C30391,Comp10,Comp146
20141231410000080006bi70,2014-12-31,1379950,C30391,Comp16,Comp146
20141231410000080006bhtw,2014-12-31,3135000,C30391,Comp16,Comp146
20141130410000080005nz3h,2014-11-30,2060410,C30391,Comp16,Comp146
20141231410000080006bhp2,2014-12-31,8976550,C30391,Comp16,Comp146
20100714410000080002358a,2010-07-14,81235968,C30391,Comp18,Comp146
201008314100000800053axm,2010-08-31,65015808,C30391,Comp18,Comp146
201007214100000800023f9u,2010-07-21,81235968,C30391,Comp18,Comp146
201007144100000800023f9s,2010-07-14,81235968,C30391,Comp18,Comp146
2010082341000008000516xr,2010-08-23,80019456,C30391,Comp18,Comp146
20100813410000080004zw1d,2010-08-13,80019456,C30391,Comp18,Comp146
201007294100000800025pg9,2010-07-29,81235968,C30391,Comp18,Comp146
20101126410000080006twsp,2010-11-26,76234752,C30391,Comp18,Comp146
201012104100000800075dws,2010-12-10,78397440,C30391,Comp18,Comp146
20101109410000080006oqvh,2010-11-09,23823360,C30391,Comp18,Comp146
20101104410000080006os6f,2010-11-04,57176064,C30391,Comp18,Comp146
201009064100000800058voj,2010-09-06,80898048,C30391,Comp18,Comp146
20101119410000080006os6q,2010-11-19,76234752,C30391,Comp18,Comp146
20110228410000080008xfsk,2011-02-28,37644288,C30391,Comp18,Comp146
2011041841000008000agn92,2011-04-18,75018240,C30391,Comp18,Comp146
20101019410000080005j90x,2010-10-19,77451264,C30391,Comp18,Comp146
2011040441000008000a64ut,2011-04-04,75018240,C30391,Comp18,Comp146
2011042641000008000aim38,2011-04-26,75018240,C30391,Comp18,Comp146
20110104410000080007mz7m,2011-01-04,77451264,C30391,Comp18,Comp146
20110317410000080009s7sv,2011-03-17,76437504,C30391,Comp18,Comp146
201103044100000800093bae,2011-03-04,38218752,C30391,Comp18,Comp146
20110323410000080009ukwg,2011-03-23,71660160,C30391,Comp18,Comp146
20110323410000080009ukwh,2011-03-23,4777344,C30391,Comp18,Comp146
20101011410000080005hbgd,2010-10-11,77451264,C30391,Comp18,Comp146
2011111541000008000ehm4o,2011-11-15,55340736,C30391,Comp18,Comp146
2011091941000008000db5df,2011-09-19,71073024,C30391,Comp18,Comp146
2011110241000008000e88ev,2011-11-02,64564192,C30391,Comp18,Comp146
2011062841000008000c0wak,2011-06-28,68555520,C30391,Comp18,Comp146
2011071141000008000cajvh,2011-07-11,71734784,C30391,Comp18,Comp146
2011100741000008000drmzf,2011-10-07,67806816,C30391,Comp18,Comp146
2011102041000008000dweun,2011-10-20,67806816,C30391,Comp18,Comp146
2011061341000008000buqh9,2011-06-13,73125888,C30391,Comp18,Comp146
2011082641000008000cy8x8,2011-08-26,69484800,C30391,Comp18,Comp146
2011050341000008000bfow9,2011-05-03,72923136,C30391,Comp18,Comp146
2011062741000008000byj66,2011-06-27,73125888,C30391,Comp18,Comp146
2011092941000008000dgq3w,2011-09-29,62188896,C30391,Comp18,Comp146
2011081941000008000cturq,2011-08-19,69484800,C30391,Comp18,Comp146
2011053141000008000bk8r8,2011-05-31,45576960,C30391,Comp18,Comp146
2011051741000008000bkb10,2011-05-17,54692352,C30391,Comp18,Comp146
2011050741000008000bkb0y,2011-05-07,72923136,C30391,Comp18,Comp146
2011072241000008000ceoj4,2011-07-22,49317664,C30391,Comp18,Comp146
2011090941000008000dae8r,2011-09-09,35536512,C30391,Comp18,Comp146
2011072941000008000ci9k6,2011-07-29,71734784,C30391,Comp18,Comp146
2011100441000008000dlfes,2011-10-04,58120128,C30391,Comp18,Comp146
2011101241000008000dsud0,2011-10-12,67806816,C30391,Comp18,Comp146
2011081241000008000csguh,2011-08-12,69484800,C30391,Comp18,Comp146
2012022941000008000gzkaj,2012-02-29,45459040,C30391,Comp18,Comp146
2012013041000008000g67s8,2012-01-30,74871808,C30391,Comp18,Comp146
2012032841000008000hqo4b,2012-03-28,59412496,C30391,Comp18,Comp146
2012041841000008000idf2k,2012-04-18,52736640,C30391,Comp18,Comp146
2012031441000008000hjbsh,2012-03-14,63982688,C30391,Comp18,Comp146
2012010941000008000fyfh4,2012-01-09,66937024,C30391,Comp18,Comp146
2012010441000008000fpzxn,2012-01-04,57374592,C30391,Comp18,Comp146
2012022241000008000gv5uy,2012-02-22,63642656,C30391,Comp18,Comp146
2012040441000008000i1r1z,2012-04-04,61526080,C30391,Comp18,Comp146
2012031941000008000hlj4x,2012-03-19,73123072,C30391,Comp18,Comp146
2012012041000008000g2ln2,2012-01-20,28076928,C30391,Comp18,Comp146
2011122241000008000fch9d,2011-12-22,66821216,C30391,Comp18,Comp146
2011121241000008000f7rm8,2011-12-12,66821216,C30391,Comp18,Comp146
2011121641000008000fcqjt,2011-12-16,66821216,C30391,Comp18,Comp146
2012060841000008000ochoj,2012-06-08,54595200,C30391,Comp18,Comp146
2012061541000008000ochoq,2012-06-15,54595200,C30391,Comp18,Comp146
2012042541000008000igw8b,2012-04-25,61526080,C30391,Comp18,Comp146
2012052941000008000nw5nr,2012-05-29,52783104,C30391,Comp18,Comp146
2012050341000008000iosyb,2012-05-03,52783104,C30391,Comp18,Comp146
2012062941000008000okc2a,2012-06-29,54595200,C30391,Comp18,Comp146
2012071341000008000p12w9,2012-07-13,53712384,C30391,Comp18,Comp146
2012071941000008000p12we,2012-07-19,53712384,C30391,Comp18,Comp146
2012070941000008000p12w7,2012-07-09,53712384,C30391,Comp18,Comp146
2012090341000008000pu4d9,2012-09-03,5.00E+05,C30391,Comp19,Comp146
2012060441000008000o5wb9,2012-06-04,63694400,C30391,Comp18,Comp146
2012083141000008000pr5kn,2012-08-31,52876032,C30391,Comp18,Comp146
2012120341000008000rsyb4,2012-12-03,50924544,C30391,Comp18,Comp146
2012102241000008000qs6l8,2012-10-22,60767168,C30391,Comp18,Comp146
2012101541000008000qpua8,2012-10-15,60767168,C30391,Comp18,Comp146
2012091341000008000q3stu,2012-09-13,52643712,C30391,Comp18,Comp146
2012110141000008000rexld,2012-11-01,50924544,C30391,Comp18,Comp146
2012120341000008000s3hoq,2012-12-03,-50924544,C30391,Comp18,Comp146
2012110141000008000r6zzx,2012-11-01,52086144,C30391,Comp18,Comp146
2012120341000008000s3hjt,2012-12-03,-50459904,C30391,Comp18,Comp146
2012121241000008000s0ohk,2012-12-12,58869888,C30391,Comp18,Comp146
2012121841000008000s0ohn,2012-12-18,42049920,C30391,Comp18,Comp146
2012120341000008000s3hw1,2012-12-03,50459904,C30391,Comp18,Comp146
2012122141000008000s254a,2012-12-21,42049920,C30391,Comp18,Comp146
2012120741000008000s0ohg,2012-12-07,50459904,C30391,Comp18,Comp146
2012111341000008000re4f0,2012-11-13,67899392,C30391,Comp18,Comp146
2012112041000008000re4ez,2012-11-20,67899392,C30391,Comp18,Comp146
2012091941000008000q6pll,2012-09-19,52643712,C30391,Comp18,Comp146
2013010541000008000sn8nw,2013-01-05,48903360,C30391,Comp18,Comp146
2013030841000008000trqef,2013-03-08,49634112,C30391,Comp18,Comp146
2013030441000008000trqe9,2013-03-04,49634112,C30391,Comp18,Comp146
2013031841000008000tyxuk,2013-03-18,49634112,C30391,Comp18,Comp146
2013022141000008000taasz,2013-02-21,41171680,C30391,Comp18,Comp146
2013040441000008000uansw,2013-04-04,50728128,C30391,Comp18,Comp146
2013040941000008000uant2,2013-04-09,59182816,C30391,Comp18,Comp146
2013042041000008000uh55a,2013-04-20,50728128,C30391,Comp18,Comp146
2013050241000008000uvb96,2013-05-02,50728128,C30391,Comp18,Comp146
2013032241000008000txw8q,2013-03-22,41361760,C30391,Comp18,Comp146
2013070241000008000vyle9,2013-07-02,52643712,C30391,Comp18,Comp146
2013101041000008000xs0h1,2013-10-10,81734400,C30391,Comp18,Comp146
2013072341000008000w85xy,2013-07-23,78965568,C30391,Comp18,Comp146
2013080841000008000woufl,2013-08-08,67578368,C30391,Comp18,Comp146
2013100441000008000xs0gw,2013-10-04,48912930,C30391,Comp18,Comp146
2013060341000008000vjnhu,2013-06-03,51686976,C30391,Comp18,Comp146
2013061341000008000vjni5,2013-06-13,51686976,C30391,Comp18,Comp146
2013061741000008000vjnia,2013-06-17,60301472,C30391,Comp18,Comp146
2013060741000008000vjnhy,2013-06-07,43072480,C30391,Comp18,Comp146
2013071141000008000w2vco,2013-07-11,70191616,C30391,Comp18,Comp146
2013090941000008000x5vus,2013-09-09,67820544,C30391,Comp18,Comp146
2014011041000008000ztfbu,2014-01-10,64109056,C30391,Comp18,Comp146
201503304100000800081vze,2015-03-30,7380945,C30391,Comp16,Comp146
20150228410000080007ht4m,2015-02-28,5597350,C30391,Comp16,Comp146
20150430410000080008u1nr,2015-04-30,458700,C30391,Comp16,Comp146
20150531410000080009gosi,2015-05-31,480480,C30391,Comp16,Comp146
20150531410000080009gopu,2015-05-31,2187845,C30391,Comp16,Comp146
20150531410000080009frkq,2015-05-31,660000,C30391,Comp16,Comp146
201503304100000800081vw6,2015-03-30,1939410,C30391,Comp16,Comp146
201503304100000800081w42,2015-03-30,300300,C30391,Comp16,Comp146
201503304100000800081w5o,2015-03-30,118800,C30391,Comp16,Comp146
20150531410000080009ft7l,2015-05-31,343200,C30391,Comp16,Comp146
20150531410000080009ftc4,2015-05-31,6854650,C30391,Comp16,Comp146
20150228410000080007ht68,2015-02-28,660000,C30391,Comp16,Comp146
20150131410000080006xwpv,2015-01-31,7065080,C30391,Comp16,Comp146
20150131410000080006xwqt,2015-01-31,363000,C30391,Comp16,Comp146
2015063041000008000a55tf,2015-06-30,1485000,C30391,Comp16,Comp146
2015063041000008000a5601,2015-06-30,962500,C30391,Comp16,Comp146
2015063041000008000a56a0,2015-06-30,7082350,C30391,Comp16,Comp146
2015063041000008000a56jy,2015-06-30,480480,C30391,Comp16,Comp146
2015063041000008000a56dl,2015-06-30,751850,C30391,Comp16,Comp146
2015063041000008000a56ff,2015-06-30,3287900,C30391,Comp16,Comp146
2015073141000008000alaer,2015-07-31,2236740,C30391,Comp16,Comp146
2015073141000008000al9t1,2015-07-31,345950,C30391,Comp16,Comp146
2015073141000008000alajn,2015-07-31,8519775,C30391,Comp16,Comp146
2015073141000008000al9lc,2015-07-31,514800,C30391,Comp16,Comp146
2015073141000008000ala9h,2015-07-31,473000,C30391,Comp16,Comp146
2015083141000008000b5apq,2015-08-31,660000,C30391,Comp16,Comp146
2015083141000008000b5b41,2015-08-31,1505130,C30391,Comp16,Comp146
2015083141000008000b5bd1,2015-08-31,2636590,C30391,Comp16,Comp146
2015101341000008000c2hzh,2015-10-13,620400,C30391,Comp16,Comp146
2015093041000008000bt2r0,2015-09-30,442200,C30391,Comp16,Comp146
2015113041000008000cyi6t,2015-11-30,660000,C30391,Comp16,Comp146
2015113041000008000cyi3y,2015-11-30,506000,C30391,Comp16,Comp146
2015113041000008000cyi2x,2015-11-30,643500,C30391,Comp16,Comp146
2015113041000008000cyi8c,2015-11-30,1045000,C30391,Comp16,Comp146
2015103141000008000cdgix,2015-10-31,660000,C30391,Comp16,Comp146
2015123141000008000dn5h9,2015-12-31,660000,C30391,Comp16,Comp146
2015123141000008000dn5cd,2015-12-31,2570590,C30391,Comp16,Comp146
2015123141000008000dn5od,2015-12-31,900900,C30391,Comp16,Comp146
2015123141000008000dn5tj,2015-12-31,669900,C30391,Comp16,Comp146
2015103141000008000cdgkk,2015-10-31,1651100,C30391,Comp16,Comp146
2015103141000008000cdggp,2015-10-31,6986100,C30391,Comp16,Comp146
2015103141000008000cdgk2,2015-10-31,429000,C30391,Comp16,Comp146
2015101541000008000c3fev,2015-10-15,627000,C30391,Comp16,Comp146
20100131410000080000mn2p,2010-01-31,3012900,C30391,Comp20,Comp146
20100630410000080001w9g6,2010-06-30,3012900,C30391,Comp20,Comp146
20100228410000080000ss45,2010-02-28,440000,C30391,Comp21,Comp146
201006304100000800020akv,2010-06-30,20696324,C30391,Comp22,Comp146
201007314100000800028uy1,2010-07-31,30409949,C30391,Comp22,Comp146
20100531410000080001mnfi,2010-05-31,440000,C30391,Comp21,Comp146
2010073041000008000260ry,2010-07-30,1146200,C30391,Comp20,Comp146
20100131410000080000ribi,2010-01-31,826432552,C30391,Comp22,Comp146
20100131410000080000ribw,2010-01-31,22761806,C30391,Comp22,Comp146
20100430410000080001ham1,2010-04-30,629951451,C30391,Comp22,Comp146
201006304100000800020dpm,2010-06-30,245322,C30391,Comp23,Comp146
201007314100000800028i9v,2010-07-31,981548833,C30391,Comp22,Comp146
201006304100000800020dmd,2010-06-30,103509763,C30391,Comp23,Comp146
20100430410000080001hamp,2010-04-30,31537333,C30391,Comp22,Comp146
201007314100000800026h0e,2010-07-31,149176955,C30391,Comp23,Comp146
20100228410000080000xpy8,2010-02-28,1071392887,C30391,Comp22,Comp146
20100430410000080001do1s,2010-04-30,440000,C30391,Comp21,Comp146
20100228410000080000xpzz,2010-02-28,24540430,C30391,Comp22,Comp146
201008314100000800052vux,2010-08-31,440000,C30391,Comp21,Comp146
2010073041000008000260vn,2010-07-30,385000,C30391,Comp20,Comp146
20100630410000080001zi0t,2010-06-30,989645111,C30391,Comp22,Comp146
20100630410000080001zi1e,2010-06-30,23468324,C30391,Comp22,Comp146
201003314100000800013p6m,2010-03-31,440000,C30391,Comp21,Comp146
20100630410000080001w32k,2010-06-30,440000,C30391,Comp21,Comp146
201007314100000800026kxp,2010-07-31,440000,C30391,Comp21,Comp146
20110331410000080009z5to,2011-03-31,287989108,C30391,Comp23,Comp146
20101031410000080005mxw6,2010-10-31,440000,C30391,Comp21,Comp146
20100930410000080005c316,2010-09-30,440000,C30391,Comp21,Comp146
2011042541000008000ahkkk,2011-04-25,264000,C30391,Comp20,Comp146
20101130410000080006u9ie,2010-11-30,440000,C30391,Comp21,Comp146
20100930410000080005eyh5,2010-09-30,21469394,C30391,Comp22,Comp146
20100930410000080005eyfv,2010-09-30,1009222185,C30391,Comp22,Comp146
20110228410000080008x4tw,2011-02-28,440000,C30391,Comp21,Comp146
20110331410000080009w0k9,2011-03-31,440000,C30391,Comp21,Comp146
20101231410000080007d1d7,2010-12-31,440000,C30391,Comp21,Comp146
201101254100000800080dab,2011-01-25,286000,C30391,Comp23,Comp146
201102284100000800091d5y,2011-02-28,221569409,C30391,Comp23,Comp146
20101231410000080007jik8,2010-12-31,223113545,C30391,Comp23,Comp146
20101031410000080005rz8a,2010-10-31,265863338,C30391,Comp23,Comp146
2011043041000008000aoz2v,2011-04-30,265571213,C30391,Comp23,Comp146
201101314100000800082xa3,2011-01-31,440000,C30391,Comp21,Comp146
201101314100000800085kcr,2011-01-31,289162086,C30391,Comp23,Comp146
2010113041000008000737h0,2010-11-30,237199457,C30391,Comp23,Comp146
2010113041000008000737hd,2010-11-30,1955085,C30391,Comp23,Comp146
201008314100000800056s68,2010-08-31,189549538,C30391,Comp23,Comp146
20100930410000080005e9qh,2010-09-30,213743715,C30391,Comp23,Comp146
201102284100000800093bh0,2011-02-28,4255680,C30391,Comp20,Comp146
2011043041000008000alasu,2011-04-30,440000,C30391,Comp21,Comp146
2011051641000008000be0dh,2011-05-16,25960000,C30391,Comp20,Comp146
2011083141000008000d1mei,2011-08-31,214330673,C30391,Comp23,Comp146
2011103141000008000ed5t6,2011-10-31,80300,C30391,Comp16,Comp146
2011103141000008000e0hx4,2011-10-31,440000,C30391,Comp21,Comp146
2011073141000008000cjc98,2011-07-31,440000,C30391,Comp21,Comp146
2011103141000008000e1btb,2011-10-31,5748187,C30391,Comp16,Comp146
2011053141000008000bq4t3,2011-05-31,295699684,C30391,Comp23,Comp146
2011103141000008000e5z1r,2011-10-31,348205792,C30391,Comp23,Comp146
2011053141000008000bjt6x,2011-05-31,440000,C30391,Comp21,Comp146
2011102541000008000dxdj9,2011-10-25,2823700,C30391,Comp20,Comp146
2011111141000008000egmmi,2011-11-11,459580,C30391,Comp24,Comp146
2011073141000008000coj20,2011-07-31,348583956,C30391,Comp23,Comp146
2011093041000008000dm8eu,2011-09-30,299822199,C30391,Comp23,Comp146
2011112141000008000ejph8,2011-11-21,957880,C30391,Comp24,Comp146
2011083141000008000cyxnp,2011-08-31,440000,C30391,Comp21,Comp146
2011092841000008000dfo2c,2011-09-28,781000,C30391,Comp24,Comp146
2011093041000008000dhe9q,2011-09-30,440000,C30391,Comp21,Comp146
2011093041000008000dnfvo,2011-09-30,156200,C30391,Comp16,Comp146
2011063041000008000c5t53,2011-06-30,263841638,C30391,Comp23,Comp146
2011093041000008000dng1n,2011-09-30,576400,C30391,Comp16,Comp146
2011093041000008000dnfyu,2011-09-30,140360,C30391,Comp16,Comp146
2011102041000008000dv743,2011-10-20,402600,C30391,Comp24,Comp146
2011092641000008000de81z,2011-09-26,5.00E+05,C30391,Comp25,Comp146
2011063041000008000c09m3,2011-06-30,440000,C30391,Comp21,Comp146
2012022941000008000gzjzs,2012-02-29,352000,C30391,Comp16,Comp146
2012022941000008000gzjsf,2012-02-29,187000,C30391,Comp16,Comp146
2011122541000008000fgdwx,2011-12-25,3075600,C30391,Comp20,Comp146
2012041941000008000idmir,2012-04-19,95150,C30391,Comp24,Comp146
2012022941000008000gzkjb,2012-02-29,169950,C30391,Comp16,Comp146
2011123141000008000fjotc,2011-12-31,440000,C30391,Comp21,Comp146
2012033141000008000i3cda,2012-03-31,1706650,C30391,Comp16,Comp146
2012022441000008000gw2pk,2012-02-24,898480,C30391,Comp20,Comp146
2011112541000008000er7qc,2011-11-25,253000,C30391,Comp20,Comp146
2011122941000008000fgm36,2011-12-29,957880,C30391,Comp24,Comp146
2012022941000008000ham8s,2012-02-29,214927468,C30391,Comp23,Comp146
2012022341000008000gw53f,2012-02-23,5.00E+05,C30391,Comp25,Comp146
2011123141000008000fxpto,2011-12-31,256978614,C30391,Comp23,Comp146
2012031441000008000hj96m,2012-03-14,973500,C30391,Comp24,Comp146
2012010641000008000fpnuv,2012-01-06,341000,C30391,Comp24,Comp146
2012031441000008000hj967,2012-03-14,660000,C30391,Comp24,Comp146
2012010641000008000fpnw6,2012-01-06,160600,C30391,Comp24,Comp146
2011122641000008000fdroz,2011-12-26,1391500,C30391,Comp24,Comp146
2012010641000008000fpzhr,2012-01-06,8.00E+05,C30391,Comp25,Comp146
2012042341000008000if8p9,2012-04-23,750200,C30391,Comp20,Comp146
2012032941000008000hrpeg,2012-03-29,517000,C30391,Comp20,Comp146
2012033141000008000huj2k,2012-03-31,95150,C30391,Comp16,Comp146
2012033141000008000huiv8,2012-03-31,132000,C30391,Comp16,Comp146
2012032841000008000hq47i,2012-03-28,2920500,C30391,Comp24,Comp146
2012013141000008000gbyke,2012-01-31,217568122,C30391,Comp23,Comp146
2011113041000008000epf9v,2011-11-30,440000,C30391,Comp16,Comp146
2011113041000008000epfc9,2011-11-30,440000,C30391,Comp21,Comp146
2011113041000008000epfr2,2011-11-30,55000,C30391,Comp16,Comp146
2012030241000008000h22p5,2012-03-02,1738000,C30391,Comp24,Comp146
2012030241000008000h22qy,2012-03-02,250800,C30391,Comp24,Comp146
2012022941000008000h5vm1,2012-02-29,237600,C30391,Comp16,Comp146
2012030741000008000h70ab,2012-03-07,330000,C30391,Comp24,Comp146
2012033141000008000i3n7u,2012-03-31,1189370,C30391,Comp23,Comp146
2012020341000008000gc499,2012-02-03,121000,C30391,Comp24,Comp146
2012022341000008000gvgya,2012-02-23,957880,C30391,Comp24,Comp146
2011122841000008000ffkib,2011-12-28,155100,C30391,Comp16,Comp146
2011122841000008000ffkmv,2011-12-28,418000,C30391,Comp16,Comp146
2011122841000008000ffksq,2011-12-28,966900,C30391,Comp16,Comp146
2011122841000008000ffkv8,2011-12-28,880000,C30391,Comp16,Comp146
2012013041000008000g5j1d,2012-01-30,3897520,C30391,Comp24,Comp146
2011113041000008000ettys,2011-11-30,298847492,C30391,Comp23,Comp146
2012020841000008000gg8tn,2012-02-08,247500,C30391,Comp24,Comp146
2012033141000008000hyrpr,2012-03-31,264274628,C30391,Comp23,Comp146
2012033141000008000i3cfa,2012-03-31,64900,C30391,Comp16,Comp146
2012010441000008000ftilj,2012-01-04,352000,C30391,Comp20,Comp146
2012013041000008000g5v33,2012-01-30,70400,C30391,Comp16,Comp146
2012013041000008000g5uxt,2012-01-30,1425600,C30391,Comp16,Comp146
2012021541000008000grl7n,2012-02-15,2873640,C30391,Comp24,Comp146
2012070541000008000oquo3,2012-07-05,3700000,C30391,Comp25,Comp146
2012062941000008000ojwcn,2012-06-29,223300,C30391,Comp16,Comp146
2012062941000008000ojwmh,2012-06-29,1212750,C30391,Comp16,Comp146
2012060141000008000o8ce8,2012-06-01,639210,C30391,Comp16,Comp146
2012063041000008000onv9c,2012-06-30,805200,C30391,Comp20,Comp146
2012063041000008000oo0d1,2012-06-30,228415083,C30391,Comp23,Comp146
2012060741000008000oa0ce,2012-06-07,330000,C30391,Comp20,Comp146
2012042641000008000ihp0f,2012-04-26,455950,C30391,Comp16,Comp146
2012073141000008000p5ggl,2012-07-31,257400,C30391,Comp16,Comp146
2012063041000008000omjui,2012-06-30,308000,C30391,Comp20,Comp146
2012053141000008000o4u04,2012-05-31,198000,C30391,Comp16,Comp146
2012053141000008000o4txj,2012-05-31,143000,C30391,Comp16,Comp146
2012073141000008000p5gnl,2012-07-31,841500,C30391,Comp16,Comp146
2012053141000008000o4ual,2012-05-31,300960,C30391,Comp16,Comp146
2012042741000008000ii63r,2012-04-27,5.00E+05,C30391,Comp25,Comp146
2012073141000008000p5gl1,2012-07-31,1168750,C30391,Comp16,Comp146
2012073141000008000p5gwo,2012-07-31,289300,C30391,Comp16,Comp146
2012071241000008000owfwq,2012-07-12,363000,C30391,Comp20,Comp146
2012073141000008000p5g4p,2012-07-31,241364362,C30391,Comp23,Comp146
2012060141000008000o03ir,2012-06-01,237600,C30391,Comp24,Comp146
2012043041000008000itfcb,2012-04-30,241730513,C30391,Comp23,Comp146
2012083141000008000py1jo,2012-08-31,259233592,C30391,Comp23,Comp146
2012073141000008000p5gjj,2012-07-31,330000,C30391,Comp16,Comp146
2012083141000008000pq5xk,2012-08-31,440000,C30391,Comp16,Comp146
2012083141000008000pq62c,2012-08-31,6060780,C30391,Comp16,Comp146
2012042641000008000ihoxd,2012-04-26,440000,C30391,Comp16,Comp146
2012083141000008000ptkj5,2012-08-31,1003200,C30391,Comp20,Comp146
2012083141000008000pq5yr,2012-08-31,935000,C30391,Comp16,Comp146
2012073141000008000p5gr7,2012-07-31,6541150,C30391,Comp16,Comp146
2012053141000008000o3xbj,2012-05-31,221846559,C30391,Comp23,Comp146
2012081041000008000pg9e5,2012-08-10,2953500,C30391,Comp24,Comp146
2012060741000008000o5oqa,2012-06-07,2970000,C30391,Comp24,Comp146
2012081041000008000pg9dv,2012-08-10,259600,C30391,Comp24,Comp146
2012053141000008000nxv38,2012-05-31,973500,C30391,Comp24,Comp146
2012071341000008000owuyd,2012-07-13,148500,C30391,Comp16,Comp146
2012053141000008000o19dh,2012-05-31,6804600,C30391,Comp20,Comp146
2012071641000008000owztm,2012-07-16,1936000,C30391,Comp24,Comp146
2012073141000008000pbmt2,2012-07-31,805200,C30391,Comp20,Comp146
2012071141000008000ovqem,2012-07-11,110000,C30391,Comp24,Comp146
2012122141000008000s04kk,2012-12-21,565400,C30391,Comp24,Comp146
2012093041000008000qfe3n,2012-09-30,213542472,C30391,Comp23,Comp146
2012121141000008000rvbhf,2012-12-11,2134000,C30391,Comp24,Comp146
2012113041000008000rnsf3,2012-11-30,264593340,C30391,Comp23,Comp146
2012103141000008000r3qvo,2012-10-31,23620798,C30391,Comp22,Comp146
2012111941000008000rbs1s,2012-11-19,462000,C30391,Comp24,Comp146
2012110541000008000r28y6,2012-11-05,92400,C30391,Comp24,Comp146
2012110541000008000r2908,2012-11-05,5400000,C30391,Comp24,Comp146
2012103141000008000r3qs9,2012-10-31,952367406,C30391,Comp22,Comp146
2012092641000008000qn675,2012-09-26,-2904000,C30391,Comp24,Comp146
2012101241000008000qn67q,2012-10-12,2904000,C30391,Comp24,Comp146
